香港闽信保险有限公司	外资保险公司代表处	1997-3-5	请选择	
泛华联兴保险销售股份公司福建分公司上杭营业部	保险专业代理机构	2014-6-18	经营中	
泛华联兴保险销售股份公司福建分公司福州营业部	保险专业代理机构	2014-6-18	经营中	
泛华联兴保险销售股份公司福建分公司南安营业部	保险专业代理机构	2014-6-18	经营中	
泛华联兴保险销售股份公司福建分公司三明营业部	保险专业代理机构	2014-6-18	经营中	
泛华联兴保险销售股份公司福建泉州营业部	保险专业代理机构	2014-6-18	经营中	
泛华联兴保险销售股份公司福建建瓯营业部	保险专业代理机构	2014-6-18	经营中	
泛华联兴保险销售股份公司福建分公司永定营业部	保险专业代理机构	2014-6-18	经营中	
华泰保险销售有限公司福建省分公司漳州市龙海颜厝营业部	保险专业代理机构	2014-4-28	经营中	
华泰保险销售有限公司福建省分公司漳州市龙海浮山营业部	保险专业代理机构	2014-4-28	经营中	
华泰保险销售有限公司福建省分公司莆田市荔城新度营业部	保险专业代理机构	2014-4-28	经营中	
华泰保险销售有限公司福建省分公司漳州市芗城丹霞营业部	保险专业代理机构	2014-4-28	经营中	
华泰保险销售有限公司福建省分公司泉州市南安洪濑营业部	保险专业代理机构	2014-4-28	经营中	
华泰保险销售有限公司福建省分公司泉州市丰泽东凤营业部	保险专业代理机构	2014-4-28	经营中	
华泰保险销售有限公司福建省分公司福州市罗源凤山营业部	保险专业代理机构	2014-4-28	经营中	
华泰保险销售有限公司福建省分公司泉州市南安林坂营业部	保险专业代理机构	2014-4-28	经营中	
华泰保险销售有限公司福建省分公司漳州市龙海榜山营业部	保险专业代理机构	2014-4-28	经营中	
厦门海毓锶汽车保险销售有限公司泉州分公司	保险专业代理机构	2014-4-2	经营中	
华泰保险销售有限公司福建省分公司漳州市芗城浦南营业部	保险专业代理机构	2014-3-14	经营中	
泛华时代保险销售服务有限公司福建分公司福州仓山营业部	保险专业代理机构	2014-3-10	经营中	
泛华时代保险销售服务有限公司福建分公司泉州营业部	保险专业代理机构	2014-3-10	经营中	
康盛（北京）保险销售有限公司福建省分公司福州营业部	保险专业代理机构	2014-3-6	经营中	
平安保险代理有限公司福建分公司福州古田路营业部	保险专业代理机构	2014-2-24	经营中	
厦门盈众汽车保险销售有限公司福州分公司	保险专业代理机构	2014-1-24	经营中	
福建省民生添泓保险代理有限公司沙县营业部	保险专业代理机构	2014-1-23	经营中	
福建省民生添泓保险代理有限公司大田县营业部	保险专业代理机构	2014-1-23	经营中	
国泰家和（福建）保险代理有限公司福州营业部	保险专业代理机构	2014-1-17	经营中	
华泰保险销售有限公司福建省分公司漳州市龙文华东营业部	保险专业代理机构	2014-1-15	经营中	
华泰保险销售有限公司福建省分公司泉州市晋江西园营业部	保险专业代理机构	2014-1-15	经营中	
华泰保险销售有限公司福建省分公司福州市平潭城中营业部	保险专业代理机构	2014-1-15	经营中	
华泰保险销售有限公司福建省分公司莆田市涵江江口营业部	保险专业代理机构	2013-12-31	经营中	
华泰保险销售有限公司福建省分公司莆田市城厢学园营业部	保险专业代理机构	2013-12-31	经营中	
华泰保险销售有限公司福建省分公司莆田市城厢龙桥营业部	保险专业代理机构	2013-12-31	经营中	
华泰保险销售有限公司福建省分公司泉州市丰泽东海营业部	保险专业代理机构	2013-12-13	经营中	
华泰保险销售有限公司福建省分公司泉州市洛江双阳营业部	保险专业代理机构	2013-12-13	经营中	
长安保险销售有限公司福建分公司	保险专业代理机构	2013-12-11	经营中	
华泰保险销售有限公司福建省分公司漳州市漳浦深土营业部	保险专业代理机构	2013-12-5	经营中	
华泰保险销售有限公司福建省分公司漳州市龙海九湖营业部	保险专业代理机构	2013-12-5	经营中	
华泰保险销售有限公司福建省分公司福州市闽侯甘蔗营业部	保险专业代理机构	2013-12-5	经营中	
平安保险代理有限公司福建分公司泉州田安南路营业部	保险专业代理机构	2013-11-22	经营中	
平安保险代理有限公司福建分公司泉州云鹿路营业部	保险专业代理机构	2013-11-22	经营中	
华泰保险销售有限公司福建省分公司莆田市仙游鲤城营业部	保险专业代理机构	2013-11-4	经营中	
华泰保险销售有限公司福建省分公司莆田市荔城西天尾营业部	保险专业代理机构	2013-11-4	经营中	
华泰保险销售有限公司福建省分公司莆田市城厢凤凰山营业部	保险专业代理机构	2013-11-4	经营中	
华泰保险销售有限公司福建省分公司福州市平潭城东营业部	保险专业代理机构	2013-11-4	经营中	
华泰保险销售有限公司福建省分公司泉州市德化龙浔营业部	保险专业代理机构	2013-11-4	经营中	
华泰保险销售有限公司福建省分公司莆田市城厢新塘营业部	保险专业代理机构	2013-11-4	经营中	
河南中鑫之宝保险代理有限公司福建分公司福州晋安营业部	保险专业代理机构	2013-10-26	经营中	
华泰保险销售有限公司福建省分公司莆田市荔城镇海营业部	保险专业代理机构	2013-9-26	经营中	
华泰保险销售有限公司福建省分公司泉州市南安镇府路营业部	保险专业代理机构	2013-9-26	经营中	
华泰保险销售有限公司福建省分公司漳州市芗城漳华营业部	保险专业代理机构	2013-9-26	经营中	
平安保险代理有限公司福建分公司漳州延安北路营业部	保险专业代理机构	2013-9-19	经营中	
泛华时代保险销售服务有限公司福建分公司	保险专业代理机构	2013-9-13	经营中	
中升(大连)汽车保险销售服务有限公司福建分公司	保险专业代理机构	2013-9-13	经营中	
泛华联兴保险销售股份公司福建分公司	保险专业代理机构	2013-9-6	经营中	
华泰保险销售有限公司福建省分公司福州市永泰樟城营业部	保险专业代理机构	2013-8-22	经营中	
平安保险代理有限公司福建分公司福州金港路营业部	保险专业代理机构	2013-8-16	经营中	
华泰保险销售有限公司福建省分公司漳州市龙文朝阳营业部	保险专业代理机构	2013-8-16	经营中	
平安保险代理有限公司福建分公司福州五四路营业部	保险专业代理机构	2013-8-16	经营中	
平安保险代理有限公司福建分公司福州北环中路营业部	保险专业代理机构	2013-8-16	经营中	
华泰保险销售有限公司福建省分公司漳州市南靖山城营业部	保险专业代理机构	2013-8-16	经营中	
华泰保险销售有限公司福建省分公司莆田市仙游鲤南营业部	保险专业代理机构	2013-6-26	经营中	
华泰保险销售有限公司福建省分公司莆田市荔城拱辰营业部	保险专业代理机构	2013-6-26	经营中	
华泰保险销售有限公司福建省分公司莆田市涵江国欢营业部	保险专业代理机构	2013-6-26	经营中	
华泰保险销售有限公司福建省分公司漳州市云霄莆美营业部	保险专业代理机构	2013-5-31	经营中	
华泰保险销售有限公司福建省分公司福州市连江凤城营业部	保险专业代理机构	2013-5-31	经营中	
华泰保险销售有限公司福建省分公司漳州市东山西埔营业部	保险专业代理机构	2013-5-31	经营中	
华泰保险销售有限公司福建省分公司漳州市平和霞寨营业部	保险专业代理机构	2013-5-31	经营中	
河南中鑫之宝保险代理有限公司福建分公司	保险专业代理机构	2013-5-14	经营中	
华康保险代理有限公司福建分公司泉州营业部	保险专业代理机构	2013-5-14	经营中	
平安保险代理有限公司福建分公司漳州南昌路营业部	保险专业代理机构	2013-5-7	经营中	
华泰保险销售有限公司福建省分公司泉州市丰泽招联营业部	保险专业代理机构	2013-5-6	经营中	
华泰保险销售有限公司福建省分公司泉州市晋江磁灶营业部	保险专业代理机构	2013-5-6	经营中	
华泰保险销售有限公司福建省分公司泉州市晋江灵源营业部	保险专业代理机构	2013-5-6	经营中	
华泰保险销售有限公司福建省分公司泉州市石狮蚶江营业部	保险专业代理机构	2013-5-6	经营中	
北京立康保险代理有限公司福建分公司	保险专业代理机构	2013-3-20	经营中	
华泰保险销售有限公司福建省分公司福州市闽清梅城营业部	保险专业代理机构	2013-3-12	经营中	
平安保险代理有限公司福建分公司福州鳌江路营业部	保险专业代理机构	2013-2-5	经营中	
平安保险代理有限公司福建分公司福州西二环南路营业部	保险专业代理机构	2013-2-5	经营中	
康盛（北京）保险销售有限公司福建分公司	保险专业代理机构	2012-12-31	经营中	
华泰保险销售有限公司福建省分公司泉州市石狮东港路营业部	保险专业代理机构	2012-12-26	经营中	
华泰保险销售有限公司福建省分公司漳州市龙海程溪营业部	保险专业代理机构	2012-12-26	经营中	
华泰保险销售有限公司福建省分公司漳州市芗城西桥营业部	保险专业代理机构	2012-12-26	经营中	
华泰保险销售有限公司福建省分公司泉州经济技术开发区清濛营业部	保险专业代理机构	2012-12-26	经营中	
华泰保险销售有限公司福建省分公司漳州市诏安南诏营业部	保险专业代理机构	2012-12-26	经营中	
平安保险代理有限公司福建分公司福州广达路营业部	保险专业代理机构	2012-12-13	经营中	
华泰保险销售有限公司福建省分公司漳州市云霄云陵营业部	保险专业代理机构	2012-11-21	经营中	
华泰保险销售有限公司福建省分公司漳州市龙文檀林营业部	保险专业代理机构	2012-11-21	经营中	
华泰保险销售有限公司福建省分公司漳州市芗城石亭营业部	保险专业代理机构	2012-11-21	经营中	
华泰保险销售有限公司福建省分公司漳州市龙文蓝田营业部	保险专业代理机构	2012-10-16	经营中	
华泰保险销售有限公司福建省分公司漳州市平和小溪营业部	保险专业代理机构	2012-10-16	经营中	
平安保险代理有限公司福建分公司	保险专业代理机构	2012-10-16	经营中	
华泰保险销售有限公司福建省分公司漳州市芗城新桥营业部	保险专业代理机构	2012-10-16	经营中	
华泰保险销售有限公司福建省分公司泉州市鲤城常泰营业部	保险专业代理机构	2012-9-25	经营中	
华泰保险销售有限公司福建省分公司泉州市南安梅山营业部	保险专业代理机构	2012-9-25	经营中	
华泰保险销售有限公司福建省分公司泉州市丰泽凤山营业部	保险专业代理机构	2012-9-25	经营中	
华泰保险销售有限公司福建省分公司泉州市晋江英林营业部	保险专业代理机构	2012-9-25	经营中	
华泰保险销售有限公司福建省分公司福州市福清音西营业部	保险专业代理机构	2012-8-28	经营中	
华康保险代理有限公司福建分公司建阳营业部	保险专业代理机构	2012-8-28	经营中	
华泰保险销售有限公司福建省分公司福州市晋安远洋营业部	保险专业代理机构	2012-8-28	经营中	
华泰保险销售有限公司福建省分公司福州市长乐吴航营业部	保险专业代理机构	2012-8-28	经营中	
和谐保险销售有限公司福建分公司	保险专业代理机构	2012-7-5	经营中	
广东神华保险代理有限公司福建分公司	保险专业代理机构	2012-6-15	经营中	
华泰保险销售有限公司福建省分公司福州市平潭潭城营业部	保险专业代理机构	2012-6-15	经营中	
华泰保险销售有限公司福建省分公司福州市仓山盖山营业部	保险专业代理机构	2012-5-22	经营中	
华泰保险销售有限公司福建省分公司泉州市南安丰州营业部	保险专业代理机构	2012-5-22	经营中	
华泰保险销售有限公司福建省分公司泉州市晋江罗山营业部	保险专业代理机构	2012-5-22	经营中	
华泰保险销售有限公司福建省分公司泉州市德化浔中营业部	保险专业代理机构	2012-4-28	经营中	
华泰保险销售有限公司福建省分公司泉州市晋江青阳营业部	保险专业代理机构	2012-4-28	经营中	
华泰保险销售有限公司福建省分公司泉州市丰泽宝洲路营业部	保险专业代理机构	2012-4-28	经营中	
华泰保险销售有限公司福建省分公司福州市福清龙田营业部	保险专业代理机构	2012-2-13	经营中	
华泰保险销售有限公司福建省分公司福州市晋安新店营业部	保险专业代理机构	2012-2-13	经营中	
华泰保险销售有限公司福建省分公司泉州市晋江陈埭花厅口营业部	保险专业代理机构	2012-1-18	经营中	
华泰保险销售有限公司福建省分公司泉州市鲤城兴贤路营业部	保险专业代理机构	2012-1-18	经营中	
华泰保险销售有限公司福建省分公司泉州市鲤城桥南营业部	保险专业代理机构	2012-1-18	经营中	
华泰保险销售有限公司福建省分公司泉州市晋江陈埭涵口村营业部	保险专业代理机构	2012-1-18	经营中	
华泰保险销售有限公司福建省分公司泉州市永春桃城营业部	保险专业代理机构	2012-1-18	经营中	
华泰保险销售有限公司福建省分公司泉州市晋江永和营业部	保险专业代理机构	2012-1-18	经营中	
华泰保险销售有限公司福建省分公司泉州市南安石井营业部	保险专业代理机构	2012-1-18	经营中	
华泰保险销售有限公司福建省分公司泉州市丰泽街营业部	保险专业代理机构	2012-1-18	经营中	
紫金保险销售有限公司福建分公司	保险专业代理机构	2012-1-11	经营中	
世捷开元保险代理有限公司福建分公司	保险专业代理机构	2012-1-11	经营中	
福州中机中泰保险代理有限公司莆田分公司	保险专业代理机构	2011-12-26	经营中	
华泰保险销售有限公司福建省分公司福州市仓山滨州路营业部	保险专业代理机构	2011-12-23	经营中	
华泰保险销售有限公司福建省分公司福州市仓山金山营业部	保险专业代理机构	2011-12-23	经营中	
华泰保险销售有限公司福建省分公司福州市仓山上渡营业部	保险专业代理机构	2011-12-23	经营中	
华泰保险销售有限公司福建省分公司福州市晋安鼓山营业部	保险专业代理机构	2011-12-23	经营中	
华泰保险销售有限公司福建省分公司福州市闽侯尚干营业部	保险专业代理机构	2011-12-23	经营中	
华泰保险销售有限公司福建省分公司福州市晋安茶会营业部	保险专业代理机构	2011-12-23	经营中	
华泰保险销售有限公司福建省分公司福州市晋安象园营业部	保险专业代理机构	2011-12-23	经营中	
华泰保险销售有限公司福建省分公司福州市闽侯白沙营业部	保险专业代理机构	2011-12-23	经营中	
华泰保险销售有限公司福建省分公司福州市六一中路营业部	保险专业代理机构	2011-12-23	经营中	
华泰保险销售有限公司福建省分公司福州市福清宏路营业部	保险专业代理机构	2011-12-23	经营中	
华泰保险销售有限公司福建省分公司福州市鼓楼区营业部	保险专业代理机构	2011-12-23	经营中	
华泰保险销售有限公司福建省分公司福州市台江区营业部	保险专业代理机构	2011-12-23	经营中	
华泰保险销售有限公司福建省分公司福州市白马中路营业部	保险专业代理机构	2011-12-23	经营中	
华泰保险销售有限公司福建省分公司福州市仓山螺洲营业部	保险专业代理机构	2011-12-23	经营中	
华泰保险销售有限公司福建省分公司福州市金山大道营业部	保险专业代理机构	2011-12-23	经营中	
华泰保险销售有限公司福建省分公司福州市仓山区营业部	保险专业代理机构	2011-12-23	经营中	
华泰保险销售有限公司福建省分公司福州市闽侯上街营业部	保险专业代理机构	2011-12-22	经营中	
华泰保险销售有限公司福建省分公司福州市晋安区营业部	保险专业代理机构	2011-12-22	经营中	
福建泛华国信保险代理有限公司泉州分公司	保险专业代理机构	2011-12-21	经营中	
华泰保险销售有限公司福建省分公司福州市晋安福新营业部	保险专业代理机构	2011-12-21	经营中	
华泰保险销售有限公司福建省分公司福州市仓山建新营业部	保险专业代理机构	2011-12-8	经营中	
华康保险代理有限公司福建分公司长汀营业部	保险专业代理机构	2011-10-9	经营中	
华康保险代理有限公司福建分公司武平营业部	保险专业代理机构	2011-10-9	经营中	
华康保险代理有限公司福建分公司三明营业部	保险专业代理机构	2011-10-9	经营中	
华泰保险销售有限公司福建省分公司	保险专业代理机构	2011-7-18	经营中	
华康保险代理有限公司福建分公司尤溪营业部	保险专业代理机构	2011-6-7	经营中	
福州和汇宜保险代理有限公司漳州分公司	保险专业代理机构	2011-4-8	经营中	
华康保险代理有限公司福建分公司	保险专业代理机构	2011-1-10	经营中	
福建泛华信恒保险代理有限公司南安水头营业部	保险专业代理机构	2011-1-10	经营中	
福建福德利保险代理有限公司惠安分公司	保险专业代理机构	2010-12-22	经营中	
福建福德利保险代理有限公司石狮分公司	保险专业代理机构	2010-12-22	经营中	
福建泛华国信保险代理有限公司仓山分公司	保险专业代理机构	2010-6-1	经营中	
晋江市长盛保险代理有限公司内坑分公司	保险专业代理机构	2010-3-24	经营中	
福建南山保险代理有限公司三元营业部	保险专业代理机构	2009-10-19	经营中	
福建泛华信恒保险代理有限公司龙岩分公司连城营业部	保险专业代理机构	2009-10-19	经营中	
福州民友保险代理有限公司福安营业部	保险专业代理机构	2009-10-12	经营中	
福州民富安保险代理有限公司漳州分公司	保险专业代理机构	2009-7-1	经营中	
南平泛华金鹰保险代理有限公司邵武营业部	保险专业代理机构	2009-5-22	经营中	
福建泛华信恒保险代理有限公司大田营业部	保险专业代理机构	2009-5-22	经营中	
福建泛华信恒保险代理有限公司三明分公司	保险专业代理机构	2009-5-22	经营中	
福建南山保险代理有限公司石狮营业部	保险专业代理机构	2009-5-6	经营中	
福建泛华信恒保险代理有限公司漳平营业部	保险专业代理机构	2009-3-25	经营中	
南平泛华金鹰保险代理有限公司建阳营业部	保险专业代理机构	2009-2-26	经营中	
福建泛华信恒保险代理有限公司上杭营业部	保险专业代理机构	2009-1-13	经营中	
南平泛华金鹰保险代理有限公司建瓯营业部	保险专业代理机构	2008-10-22	经营中	
福建泛华信恒保险代理有限公司永安营业部	保险专业代理机构	2008-9-12	经营中	
福建泛华信恒保险代理有限公司政和营业部	保险专业代理机构	2008-9-5	经营中	
福建泛华信恒保险代理有限公司长汀营业部	保险专业代理机构	2008-8-7	经营中	
福建泛华信恒保险代理有限公司建阳营业部	保险专业代理机构	2008-5-19	经营中	
福建省民生添泓保险代理有限公司福州分公司	保险专业代理机构	2008-5-14	经营中	
福建南山保险代理有限公司三明分公司	保险专业代理机构	2008-5-12	经营中	
福建泛华信恒保险代理有限公司邵武营业部	保险专业代理机构	2008-1-28	经营中	
福建泛华信恒保险代理有限公司永定营业部	保险专业代理机构	2007-12-27	经营中	
福建南山保险代理有限公司莆田分公司	保险专业代理机构	2007-12-27	经营中	
福建南山保险代理有限公司泉州分公司	保险专业代理机构	2007-7-12	经营中	
福建南山保险代理有限公司晋江营业部	保险专业代理机构	2007-6-26	经营中	
福建泛华信恒保险代理有限公司南安分公司	保险专业代理机构	2007-6-26	经营中	
福建泛华信恒保险代理有限公司松溪营业部	保险专业代理机构	2007-6-12	经营中	
福建泛华信恒保险代理有限公司浦城营业部	保险专业代理机构	2007-5-18	经营中	
福建南山保险代理有限公司南平分公司	保险专业代理机构	2007-4-19	经营中	
福建泛华信恒保险代理有限公司福安营业部	保险专业代理机构	2007-3-26	经营中	
福建泛华信恒保险代理有限公司龙岩分公司	保险专业代理机构	2006-12-4	经营中	
福建泛华信恒保险代理有限公司莆田分公司	保险专业代理机构	2006-9-4	经营中	
福建泛华信恒保险代理有限公司宁德分公司	保险专业代理机构	2006-9-4	经营中	
福建泛华信恒保险代理有限公司顺昌营业部	保险专业代理机构	2005-9-14	经营中	
福建泛华信恒保险代理有限公司福州分公司	保险专业代理机构	2005-8-29	经营中	
福建泛华信恒保险代理有限公司泉州第一分公司	保险专业代理机构	2005-5-11	经营中	
福建泛华信恒保险代理有限公司南平分公司	保险专业代理机构	2005-4-22	经营中	
中国人寿保险股份有限公司福建省分公司	中资	未知	福建省	
中国人寿保险股份有限公司南平分公司收展营销服务部	中资	未知	福建省	
中国人寿保险股份有限公司泉州分公司第四营销服务部	中资	未知	福建省	
中国人寿保险股份有限公司晋江市支公司第二十九营销服务部	中资	未知	福建省	
中国人寿保险股份有限公司晋江市支公司第三十二营销服务部	中资	未知	福建省	
中国人寿保险股份有限公司晋江市支公司第十五营销服务部	中资	未知	福建省	
中国人寿保险股份有限公司晋江市支公司第十六营销服务部	中资	未知	福建省	
中国人寿保险股份有限公司晋江市支公司第十七营销服务部	中资	未知	福建省	
中国人寿保险股份有限公司泉州分公司第五营销服务部	中资	未知	福建省	
中国人寿保险股份有限公司泉州分公司第九营销服务部	中资	未知	福建省	
中国人寿保险股份有限公司晋江市支公司第二十二营销服务部	中资	未知	福建省	
中国人寿保险股份有限公司晋江市支公司第二十五营销服务部	中资	未知	福建省	
中国人寿保险股份有限公司晋江市支公司第二十七营销服务部	中资	未知	福建省	
中国人寿保险股份有限公司晋江市支公司第三十营销服务部	中资	未知	福建省	
中国人寿保险股份有限公司晋江市支公司第三十一营销服务部	中资	未知	福建省	
中国人寿保险股份有限公司晋江市支公司第二十六营销服务部	中资	未知	福建省	
中国人寿保险股份有限公司泉州分公司第六营销服务部	中资	未知	福建省	
中国人寿保险股份有限公司泉州分公司第七营销服务部	中资	未知	福建省	
中国人寿保险股份有限公司泉州分公司第八营销服务部	中资	未知	福建省	
中国人寿保险股份有限公司惠安县支公司第十八营销服务部	中资	未知	福建省	
中国人寿保险股份有限公司惠安县支公司第十七营销服务部	中资	未知	福建省	
中国人寿保险股份有限公司惠安县支公司第十九营销服务部	中资	未知	福建省	
中国人寿保险股份有限公司惠安县支公司第十六营销服务部	中资	未知	福建省	
中国人寿保险股份有限公司晋江市支公司第二十四营销服务部	中资	未知	福建省	
中国人寿保险股份有限公司福建自贸试验区平潭片区分公司	中资	未知	福建省	
中国人寿保险股份有限公司福州分公司	中资	未知	福建省	
中国人寿保险股份有限公司福州分公司第二营销服务部	中资	未知	福建省	
中国人寿保险股份有限公司福州分公司第三营销服务部	中资	未知	福建省	
中国人寿保险股份有限公司福州分公司第一营销服务部	中资	未知	福建省	
中国人寿保险股份有限公司福州市收展第二营销服务部	中资	未知	福建省	
中国人寿保险股份有限公司福州市收展第一营销服务部	中资	未知	福建省	
中国人寿保险股份有限公司福建省分公司电话销售中心	中资	未知	福建省	
中国人寿保险股份有限公司福州市鼓楼区支公司	中资	未知	福建省	
中国人寿保险股份有限公司福州市台江区支公司	中资	未知	福建省	
中国人寿保险股份有限公司福建省分公司福州广达营销服务部	中资	未知	福建省	
中国人寿保险股份有限公司福州市广达支公司	中资	未知	福建省	
中国人寿保险股份有限公司福州市仓山区支公司	中资	未知	福建省	
中国人寿保险股份有限公司福州市仓山区支公司金山营销服务部	中资	未知	福建省	
中国人寿保险股份有限公司福州市仓山区支公司盖山营销服务部	中资	未知	福建省	
中国人寿保险股份有限公司福州市仓山区支公司城门营销服务部	中资	未知	福建省	
中国人寿保险股份有限公司福建自贸试验区福州片区支公司	中资	未知	福建省	
中国人寿保险股份有限公司福建自贸试验区福州片区支公司第一营销服务部	中资	未知	福建省	
中国人寿保险股份有限公司福建自贸试验区福州片区支公司第三营销服务部	中资	未知	福建省	
龙海市邮政局	 	未知	 	
龙海市农村信用合作联社龙池信用社	 	未知	 	
龙海市农村信用合作联社龙江信用社	 	未知	 	
龙海市农村信用合作联社颜厝信用社	 	未知	 	
龙海市农村信用合作联社隆教信用社	 	未知	 	
龙海市农村信用合作联社长福信用社	 	未知	 	
龙海市农村信用合作联社角美信用社	 	未知	 	
龙海市农村信用合作联社蔡坑信用社	 	未知	 	
龙海市农村信用合作联社紫泥信用社	 	未知	 	
龙海市农村信用合作联社程溪信用社	 	未知	 	
龙海市农村信用合作联社福苑信用社	 	未知	 	
龙海市农村信用合作联社石美信用社	 	未知	 	
龙海市农村信用合作联社石码信用社	 	未知	 	
龙海市农村信用合作联社白水信用社	 	未知	 	
龙海市农村信用合作联社港尾信用社	 	未知	 	
龙海市农村信用合作联社海门分社	 	未知	 	
龙海市农村信用合作联社海澄信用社	 	未知	 	
龙海市农村信用合作联社浯屿分社	 	未知	 	
龙海市农村信用合作联社浮山分社	 	未知	 	
龙海市农村信用合作联社浮宫信用社	 	未知	 	
龙海市农村信用合作联社榜山信用社	 	未知	 	
龙海市农村信用合作联社林下分社	 	未知	 	
龙海市农村信用合作联社月港信用社	 	未知	 	
龙海市农村信用合作联社新塘分社	 	未知	 	
龙海市农村信用合作联社大桥信用社	 	未知	 	
龙海市农村信用合作联社双弟信用社	 	未知	 	
龙海市农村信用合作联社九湖信用社	 	未知	 	
龙海市农村信用合作联社东美信用社	 	未知	 	
龙海市农村信用合作联社东泗信用社	 	未知	 	
龙海市农村信用合作联社东园信用社	 	未知	 	
龙海市农村信用合作联社下庄分社	 	未知	 	
龙海市农村信用合作联社	 	未知	 	
龙岩顺康机动车检测有限公司	 	未知	 	
龙岩盛元汽车销售服务有限公司	 	未知	 	
龙岩畅丰运输有限公司	 	未知	 	
龙岩汇京龙兴汽车贸易有限公司	 	未知	 	
龙岩市龙保汽车服务有限公司	 	未知	 	
龙岩市龙保担保有限公司	 	未知	 	
龙岩市鸿兴汽车销售有限公司	 	未知	 	
龙岩市顺龙交通有限责任公司	 	未知	 	
龙岩市长安汽车销售有限公司	 	未知	 	
龙岩市邦邦汽车贸易有限公司	 	未知	 	
龙岩市西陂联合运输有限公司	 	未知	 	
龙岩市胜华成汽车销售有限公司	 	未知	 	
龙岩市润达联合运输有限公司	 	未知	 	
龙岩市泰成汽车服务有限公司	 	未知	 	
龙岩市永诚物流有限公司	 	未知	 	
龙岩市曹溪联合运输有限公司	 	未知	 	
龙岩市方方汽车贸易有限公司	 	未知	 	
龙岩市新罗区闽西汽车运输发展公司	 	未知	 	
龙岩市新农机汽车运输有限公司	 	未知	 	
龙岩市奇迈汽车贸易有限公司	 	未知	 	
龙岩市大池汽车运输发展有限公司	 	未知	 	
龙岩市吉顺汽车运输有限公司永定分公司	 	未知	 	
龙岩市吉顺汽车运输有限公司	 	未知	 	
龙岩市华通汽车贸易有限公司	 	未知	 	
龙岩市华奥汽车销售服务有限公司	 	未知	 	
龙岩市凌兴贸易有限公司	 	未知	 	
龙岩市全福汽车销售服务有限公司	 	未知	 	
龙岩市侨龙汽车运输发展有限公司	 	未知	 	
龙岩市众邦汽车贸易有限公司	 	未知	 	
龙岩市三峰汽车贸易有限公司	 	未知	 	
龙岩市万事达汽车贸易有限公司	 	未知	 	
龙岩天润丰田汽车销售服务有限公司	 	未知	 	
龙岩国贸龙丰汽车销售服务有限公司	 	未知	 	
龙岩农村商业银行股份有限公司古蛟支行	 	未知	 	
龙岩佳和汽车销售服务有限公司	 	未知	 	
龙岩五菱汽车销售服务有限公司	 	未知	 	
龙岩中宝汽车有限公司	 	未知	 	
首都银行（中国）有限公司泉州分行	 	未知	 	
顺昌县邮政局高阳邮电支局	 	未知	 	
顺昌县邮政局金溪邮电支局	 	未知	 	
顺昌县邮政局洋墩邮电支局	 	未知	 	
顺昌县邮政局洋口邮电支局	 	未知	 	
顺昌县邮政局建西邮电支局	 	未知	 	
顺昌县邮政局岚下邮电支局	 	未知	 	
顺昌县邮政局大干邮电支局	 	未知	 	
顺昌县邮政局大历邮电支局	 	未知	 	
顺昌县邮政局城北邮电支局	 	未知	 	
顺昌县邮政局元坑邮电支局	 	未知	 	
顺昌县邮政局中山西路邮电支局	 	未知	 	
顺昌县邮政局	 	未知	 	
顺昌县农村信用合作联社高阳信用社	 	未知	 	
顺昌县农村信用合作联社郑坊信用社	 	未知	 	
顺昌县农村信用合作联社洋墩信用社	 	未知	 	
顺昌县农村信用合作联社洋口信用社	 	未知	 	
顺昌县农村信用合作联社岚下信用社	 	未知	 	
顺昌县农村信用合作联社大干信用社	 	未知	 	
顺昌县农村信用合作联社大历信用社	 	未知	 	
顺昌县农村信用合作联社埔上信用社	 	未知	 	
顺昌县农村信用合作联社城关信用社	 	未知	 	
顺昌县农村信用合作联社元坑信用社	 	未知	 	
顺昌县农村信用合作联社仁寿信用社	 	未知	 	
顺昌县农村信用合作联社	 	未知	 	
霞浦县邮政局	 	未知	 	
霞浦县农村信用合作联社长溪信用社	 	未知	 	
霞浦县农村信用合作联社长春信用社	 	未知	 	
霞浦县农村信用合作联社盐田信用社	 	未知	 	
霞浦县农村信用合作联社牙城信用社	 	未知	 	
霞浦县农村信用合作联社溪南信用社	 	未知	 	
霞浦县农村信用合作联社海滨信用社	 	未知	 	
霞浦县农村信用合作联社海岛信用社	 	未知	 	
霞浦县农村信用合作联社沙江信用社	 	未知	 	
霞浦县农村信用合作联社水门信用社	 	未知	 	
霞浦县农村信用合作联社柏洋信用社	 	未知	 	
霞浦县农村信用合作联社崇儒信用社	 	未知	 	
霞浦县农村信用合作联社城关信用社	 	未知	 	
霞浦县农村信用合作联社南街信用社	 	未知	 	
霞浦县农村信用合作联社东吾信用社	 	未知	 	
霞浦县农村信用合作联社下浒信用社	 	未知	 	
霞浦县农村信用合作联社三沙信用社	 	未知	 	
霞浦县农村信用合作联社	 	未知	 	
集友银行有限公司福州分行	 	未知	 	
阳光人寿保险股份有限公司莆田中心支公司	 	未知	 	
阳光人寿保险股份有限公司福建分公司	 	未知	 	
阳光人寿保险股份有限公司漳州中心支公司	 	未知	 	
阳光人寿保险股份有限公司泉州中心支公司	 	未知	 	
闽清县邮政局	 	未知	 	
闽清县农村信用合作联社雄江信用社	 	未知	 	
闽清县农村信用合作联社金沙信用社	 	未知	 	
